cwc_station_name,cwc_district,cwc_river,cwc_basin,cwc_latitude,cwc_longitude,cwc_start_date,cwc_end_date,cwc_daily_rows,cwc_missing_pct,cwc_nonzero_pct,station_code,forecast_station_name,forecast_district,forecast_river,forecast_tributary,forecast_latitude,forecast_longitude,linked_comid,streamorder,reach_link_distance_m,cwc_to_forecast_distance_km,name_similarity_score,river_or_basin_match,linkage_score,candidate_rank
Lodhikheda,CHHINDWARA,Godavari,Godavari,21.57944444,78.86583333,2019-08-17,2025-12-31,1317,43.45,98.86,MP0623_LDKDA,Lodhikheda,Chhindwara,Godavari,Wainganga,21.579166666666666,78.86611111111111,440785017,6,50175.54147903866,0.042,1.0,True,0.9998,1
Lodhikheda,CHHINDWARA,Godavari,Godavari,21.57944444,78.86583333,2019-08-17,2025-12-31,1317,43.45,98.86,MP0622_RMKON,Ramakona,Chhindwara,Godavari,Wainganga,21.68722222222221,78.84944444444443,440785017,6,61431.08866785153,12.103,0.2222,True,0.6612,2
Lodhikheda,CHHINDWARA,Godavari,Godavari,21.57944444,78.86583333,2019-08-17,2025-12-31,1317,43.45,98.86,MP0623_JAM,Jam,Chhindwara,Godavari,Wainganga,21.57,78.73555555555555,440785017,6,60256.310800017054,13.512,0.1538,True,0.6295,3
Lodhikheda,CHHINDWARA,Godavari,Godavari,21.57944444,78.86583333,2019-08-17,2025-12-31,1317,43.45,98.86,MP0620_HRKHR,Hirankheri,Chhindwara,Godavari,Wainganga,21.962499999999995,79.1436111111111,440785017,6,83091.14737937962,51.352,0.5,True,0.5426,4
Lodhikheda,CHHINDWARA,Godavari,Godavari,21.57944444,78.86583333,2019-08-17,2025-12-31,1317,43.45,98.86,MP0622_BJGRA,Bijagora,Chhindwara,Godavari,Wainganga,21.981666666666666,78.61472222222223,440785017,6,105353.78793589726,51.698,0.2222,True,0.4434,5
Maan at Gopalpura,DHAR,Narmada,Narmada,22.2615,75.10194444,2019-06-01,2025-12-31,2350,2.33,78.21,MP1100_Plsud,Palsud,Khargon,Narmada,Goi,21.837499999999995,74.97083333333332,440965237,7,29552.319797309792,49.045,0.3478,True,0.502,1
Maan at Gopalpura,DHAR,Narmada,Narmada,22.2615,75.10194444,2019-06-01,2025-12-31,2350,2.33,78.21,MP1100_Dgnwa,Doganwa_Khargone,Khargon,Narmada,Veda,22.114722222222223,74.6686111111111,440985878,7,8465.050850924663,47.508,0.3125,True,0.4981,2
Maan at Gopalpura,DHAR,Narmada,Narmada,22.2615,75.10194444,2019-06-01,2025-12-31,2350,2.33,78.21,MP1100_Kuksi,Kukshi,Dhar,Narmada,Uri,22.20777777777778,74.7836111111111,440970741,7,15516.84636951086,33.305,0.087,True,0.4973,3
Maan at Gopalpura,DHAR,Narmada,Narmada,22.2615,75.10194444,2019-06-01,2025-12-31,2350,2.33,78.21,MP1100_Thkri,Thikri,Khargon,Narmada,Narmada,22.06666666666666,75.48333333333332,440970738,7,10335.4121083296,44.854,0.1739,True,0.4642,4
Maan at Gopalpura,DHAR,Narmada,Narmada,22.2615,75.10194444,2019-06-01,2025-12-31,2350,2.33,78.21,MP1100_Gujri,Gujri,Dhar,Narmada,Karam,22.558333333333334,75.51666666666667,440983121,7,47214.50288495643,53.916,0.2727,True,0.4489,5
Machak at Barangi,HARDA,Narmada,Narmada,22.21694444,76.945,2019-03-01,2025-12-31,2407,3.64,82.88,MP1100_Strna,Satrana,Sehore,Narmada,Kolar,22.672222222222224,77.355,440940446,7,7963.290483636937,65.866,0.4167,True,0.4336,1
Machak at Barangi,HARDA,Narmada,Narmada,22.21694444,76.945,2019-03-01,2025-12-31,2407,3.64,82.88,MP1100_Kmnkd,Kamankheda,Khandwa,Narmada,Kaveri,22.165,76.23333333333333,440928077,7,9885.832494857046,73.5,0.2963,True,0.3495,2
Machak at Barangi,HARDA,Narmada,Narmada,22.21694444,76.945,2019-03-01,2025-12-31,2407,3.64,82.88,MP1000_PALNG,Palinga,Betul,Tapi,Tapi,21.803611111111103,77.43305555555554,440988608,7,91401.8738920646,68.146,0.25,False,0.2627,3
Machak at Barangi,HARDA,Narmada,Narmada,22.21694444,76.945,2019-03-01,2025-12-31,2407,3.64,82.88,MP1100_Ktngi,Katangi_Jabalpur,Jabalpur,Narmada,Hiran,23.426666666666662,79.8175,441067015,6,35037.212388642554,323.666,0.4375,True,0.2531,4
Machak at Barangi,HARDA,Narmada,Narmada,22.21694444,76.945,2019-03-01,2025-12-31,2407,3.64,82.88,MP1100_Mocha,Mocha_Mandla,Mandla,Narmada,Banjar,22.3,80.46666666666665,440962463,6,36090.38781074412,362.522,0.4286,True,0.25,5
Machna at Shahpur,BETUL,Narmada,Narmada,22.19472222,77.89833333,2019-07-01,2025-12-31,2376,0.0,75.93,MP1100_Shahp,Shahpur,Betul,Narmada,Tawa,22.133333333333336,77.96666666666665,440928059,7,78037.83516687452,9.804,0.5833,True,0.8002,1
Machna at Shahpur,BETUL,Narmada,Narmada,22.19472222,77.89833333,2019-07-01,2025-12-31,2376,0.0,75.93,MP1100_Dhlsr,Dhulsar_Dhar,Dhar,Narmada,Uri,22.17083333333333,77.90833333333333,440928059,7,70754.84359814823,2.849,0.2857,True,0.7343,2
Machna at Shahpur,BETUL,Narmada,Narmada,22.19472222,77.89833333,2019-07-01,2025-12-31,2376,0.0,75.93,MP1000_TESKA,Teska,Betul,Tapi,Tapi,21.81583333333333,77.77444444444443,440987232,7,102260.13781900889,44.024,0.0909,False,0.3397,3
Machna at Shahpur,BETUL,Narmada,Narmada,22.19472222,77.89833333,2019-07-01,2025-12-31,2376,0.0,75.93,MP1100_Strna,Satrana,Sehore,Narmada,Kolar,22.672222222222224,77.355,440940446,7,7963.290483636937,77.056,0.25,True,0.3137,4
Machna at Shahpur,BETUL,Narmada,Narmada,22.19472222,77.89833333,2019-07-01,2025-12-31,2376,0.0,75.93,MP1000_PALNG,Palinga,Betul,Tapi,Tapi,21.803611111111103,77.43305555555554,440988608,7,91401.8738920646,64.749,0.25,False,0.2814,5
Machrewa at Bakori,NARSIMHAPUR,Narmada,Narmada,22.84416667,79.36555556,2019-06-01,2025-12-31,2406,0.0,86.24,MP1100_Mergn,Meregaon_Jabalpur,Jabalpur,Narmada,Hiran,23.15805555555556,79.3861111111111,441069768,6,5404.338366277713,34.966,0.4706,True,0.6224,1
Machrewa at Bakori,NARSIMHAPUR,Narmada,Narmada,22.84416667,79.36555556,2019-06-01,2025-12-31,2406,0.0,86.24,MP1100_Slwda,Saliwada_Jabalpur,Jabalpur,Narmada,Gour,23.11805555555556,80.01222222222222,441011977,6,7481.550363052474,72.869,0.4118,True,0.3933,2
Machrewa at Bakori,NARSIMHAPUR,Narmada,Narmada,22.84416667,79.36555556,2019-06-01,2025-12-31,2406,0.0,86.24,MP1100_Ktngi,Katangi_Jabalpur,Jabalpur,Narmada,Hiran,23.426666666666662,79.8175,441067015,6,35037.212388642554,79.567,0.303,True,0.3184,3
Machrewa at Bakori,NARSIMHAPUR,Narmada,Narmada,22.84416667,79.36555556,2019-06-01,2025-12-31,2406,0.0,86.24,MP1100_Pangr,Panagar_Narsinghpur,Narsimhapur,Narmada,Dudhi,22.835277777777776,78.60333333333334,441043628,6,21128.049975171427,78.116,0.1667,True,0.2787,4
Machrewa at Bakori,NARSIMHAPUR,Narmada,Narmada,22.84416667,79.36555556,2019-06-01,2025-12-31,2406,0.0,86.24,MP1100_Tamer,Temar_Jabalpur,Jabalpur,Narmada,Tamer,22.7,80.39166666666667,440932188,6,6856.1959421849615,106.419,0.4516,True,0.2581,5
Magardharra,BALAGHAT,Godavari,Godavari,21.95583333,80.10916667,2020-06-01,2025-12-24,1734,14.71,99.77,MP0612_MNPUR,Manpur,Balaghat,Godavari,Wainganga,22.025,80.1525,440760233,6,47185.618457486766,8.895,0.3529,True,0.7246,1
Magardharra,BALAGHAT,Godavari,Godavari,21.95583333,80.10916667,2020-06-01,2025-12-24,1734,14.71,99.77,MP0610_BLGHT,Balaghat,Balaghat,Godavari,Wainganga,21.80388888888889,80.16166666666666,440760233,6,20715.150243013453,17.743,0.4211,True,0.6998,2
Magardharra,BALAGHAT,Godavari,Godavari,21.95583333,80.10916667,2020-06-01,2025-12-24,1734,14.71,99.77,MP0610_CHNDL,Chhindlai,Balaghat,Godavari,Wainganga,22.01833333333333,80.11083333333332,440760233,6,47039.29789818593,6.952,0.1,True,0.6468,3
Magardharra,BALAGHAT,Godavari,Godavari,21.95583333,80.10916667,2020-06-01,2025-12-24,1734,14.71,99.77,MP0613_RMPLI,Rampaili,Balaghat,Godavari,Wainganga,21.76083333333333,80.0375,440840042,6,20170.546723478277,22.91,0.2105,True,0.5977,4
Magardharra,BALAGHAT,Godavari,Godavari,21.95583333,80.10916667,2020-06-01,2025-12-24,1734,14.71,99.77,MP0611_RTNPR,Ratanpur,Seoni,Godavari,Wainganga,22.18305555555555,79.96027777777778,440962463,6,66462.31729945733,29.56,0.2105,True,0.5611,5
Mandla,MANDLA,Narmada,Narmada,22.59833333,80.36527778,2020-10-01,2025-12-31,1918,0.0,100.0,MP1100_Bmhni,Bamhni_Mandla,Mandla,Narmada,Banjar,22.48333333333333,80.36666666666666,440962463,6,12335.25192320282,12.788,0.6667,True,0.813,1
Mandla,MANDLA,Narmada,Narmada,22.59833333,80.36527778,2020-10-01,2025-12-31,1918,0.0,100.0,MP1100_Mocha,Mocha_Mandla,Mandla,Narmada,Banjar,22.3,80.46666666666665,440962463,6,36090.38781074412,34.771,0.7059,True,0.7058,2
Mandla,MANDLA,Narmada,Narmada,22.59833333,80.36527778,2020-10-01,2025-12-31,1918,0.0,100.0,MP1100_Tamer,Temar_Jabalpur,Jabalpur,Narmada,Tamer,22.7,80.39166666666667,440932188,6,6856.1959421849615,11.625,0.3158,True,0.6966,3
Mandla,MANDLA,Narmada,Narmada,22.59833333,80.36527778,2020-10-01,2025-12-31,1918,0.0,100.0,MP1100_Ghgri,Ghughari_Mandla,Mandla,Narmada,Burhner,22.67333333333333,80.72055555555553,440962463,6,40562.4483671878,37.404,0.6,True,0.6543,4
Mandla,MANDLA,Narmada,Narmada,22.59833333,80.36527778,2020-10-01,2025-12-31,1918,0.0,100.0,MP1100_Halon,Halon_Mandala,Mandla,Narmada,Burhner,22.39888888888888,80.79527777777778,440962463,6,52541.28072218832,49.429,0.6667,True,0.6115,5
Mandleshwar,Khargone,Narmada,Narmada,22.17166667,75.66111111,2001-01-01,2025-12-31,8826,3.34,100.0,MP1100_Thkri,Thikri,Khargon,Narmada,Narmada,22.06666666666666,75.48333333333332,440970738,7,10335.4121083296,21.718,0.2353,True,0.6129,1
Mandleshwar,Khargone,Narmada,Narmada,22.17166667,75.66111111,2001-01-01,2025-12-31,8826,3.34,100.0,MP1100_Bmnla,Bamnalla_Khargone,Khargon,Narmada,Veda,21.834444444444443,75.83583333333333,440976241,7,39820.51257861692,41.6,0.4444,True,0.5768,2
Mandleshwar,Khargone,Narmada,Narmada,22.17166667,75.66111111,2001-01-01,2025-12-31,8826,3.34,100.0,MP1100_Bhdli,Bhadli,Khargon,Narmada,Veda,21.850833333333327,75.60527777777777,440983121,7,37207.352799811175,36.136,0.3529,True,0.5748,3
Mandleshwar,Khargone,Narmada,Narmada,22.17166667,75.66111111,2001-01-01,2025-12-31,8826,3.34,100.0,MP1100_Kmnkd,Kamankheda,Khandwa,Narmada,Kaveri,22.165,76.23333333333333,440928077,7,9885.832494857046,58.929,0.4762,True,0.4926,4
Mandleshwar,Khargone,Narmada,Narmada,22.17166667,75.66111111,2001-01-01,2025-12-31,8826,3.34,100.0,MP1100_Gujri,Gujri,Dhar,Narmada,Karam,22.558333333333334,75.51666666666667,440983121,7,47214.50288495643,45.489,0.125,True,0.4436,5
Manot,MANDLA,Narmada,Narmada,22.73583333,80.51305556,2001-01-01,2025-12-31,8787,3.77,98.67,MP1100_Tamer,Temar_Jabalpur,Jabalpur,Narmada,Tamer,22.7,80.39166666666667,440932188,6,6856.1959421849615,13.073,0.2222,True,0.6559,1
Manot,MANDLA,Narmada,Narmada,22.73583333,80.51305556,2001-01-01,2025-12-31,8787,3.77,98.67,MP1100_Ghgri,Ghughari_Mandla,Mandla,Narmada,Burhner,22.67333333333333,80.72055555555553,440962463,6,40562.4483671878,22.391,0.3158,True,0.6374,2
Manot,MANDLA,Narmada,Narmada,22.73583333,80.51305556,2001-01-01,2025-12-31,8787,3.77,98.67,MP1100_Bmhni,Bamhni_Mandla,Mandla,Narmada,Banjar,22.48333333333333,80.36666666666666,440962463,6,12335.25192320282,31.845,0.3529,True,0.5984,3
Manot,MANDLA,Narmada,Narmada,22.73583333,80.51305556,2001-01-01,2025-12-31,8787,3.77,98.67,MP1100_Sakka,Sakke_Mandla,Mandla,Narmada,Kharmer,22.9,80.89999999999999,440932188,6,67548.04520713889,43.659,0.375,True,0.5411,4
Manot,MANDLA,Narmada,Narmada,22.73583333,80.51305556,2001-01-01,2025-12-31,8787,3.77,98.67,MP1100_Brtla,Behratola_Mandla,Mandla,Narmada,Burhner,22.5425,80.87,440962463,6,56038.311650724536,42.474,0.3,True,0.5214,5
Mataji,RATLAM,Mahi,Mahi,23.34972222,74.71805556,2001-01-01,2025-10-28,5464,39.74,68.83,MP1204_KNDPR,KUNDANPUR,Ratlam,Mahi,Telni,23.377777777777776,74.60666666666667,441122033,6,61305.44907870293,11.791,0.1333,True,0.6318,1
Mataji,RATLAM,Mahi,Mahi,23.34972222,74.71805556,2001-01-01,2025-10-28,5464,39.74,68.83,MP1202_DABRI,Dabri,Ratlam,Mahi,Undwa,23.175833333333333,74.93194444444444,441122033,6,104823.3751256282,29.177,0.3636,True,0.6168,2
Mataji,RATLAM,Mahi,Mahi,23.34972222,74.71805556,2001-01-01,2025-10-28,5464,39.74,68.83,MP1203_BMNYA,Bamnia,Jhabua,Mahi,Larki,23.09972222222222,74.78861111111111,441020217,6,95789.2202912762,28.718,0.3333,True,0.6087,3
Mataji,RATLAM,Mahi,Mahi,23.34972222,74.71805556,2001-01-01,2025-10-28,5464,39.74,68.83,MP1200_MAHI,MAHI,Dhar,Mahi,Mahi,23.038888888888884,75.01555555555555,441003763,7,112990.5370085268,46.035,0.6,True,0.6068,4
Mataji,RATLAM,Mahi,Mahi,23.34972222,74.71805556,2001-01-01,2025-10-28,5464,39.74,68.83,MP1200_RNSGH,RaniSingh,Ratlam,Mahi,Mahi,23.15833333333333,74.91666666666666,441122033,6,104445.078273157,29.404,0.2667,True,0.5816,5
Matiyari at Katangatola,MANDLA,Narmada,Narmada,22.51777778,80.40661111,2019-07-01,2025-12-31,2354,0.93,88.74,MP1100_Bmhni,Bamhni_Mandla,Mandla,Narmada,Banjar,22.48333333333333,80.36666666666666,440962463,6,12335.25192320282,5.613,0.2857,True,0.7191,1
Matiyari at Katangatola,MANDLA,Narmada,Narmada,22.51777778,80.40661111,2019-07-01,2025-12-31,2354,0.93,88.74,MP1100_Tamer,Temar_Jabalpur,Jabalpur,Narmada,Tamer,22.7,80.39166666666667,440932188,6,6856.1959421849615,20.32,0.2222,True,0.616,2
Matiyari at Katangatola,MANDLA,Narmada,Narmada,22.51777778,80.40661111,2019-07-01,2025-12-31,2354,0.93,88.74,MP1100_Mocha,Mocha_Mandla,Mandla,Narmada,Banjar,22.3,80.46666666666665,440962463,6,36090.38781074412,24.99,0.2941,True,0.6155,3
Matiyari at Katangatola,MANDLA,Narmada,Narmada,22.51777778,80.40661111,2019-07-01,2025-12-31,2354,0.93,88.74,MP1100_Ghgri,Ghughari_Mandla,Mandla,Narmada,Burhner,22.67333333333333,80.72055555555553,440962463,6,40562.4483671878,36.578,0.3784,True,0.5813,4
Matiyari at Katangatola,MANDLA,Narmada,Narmada,22.51777778,80.40661111,2019-07-01,2025-12-31,2354,0.93,88.74,MP1100_Halon,Halon_Mandala,Mandla,Narmada,Burhner,22.39888888888888,80.79527777777778,440962463,6,52541.28072218832,42.071,0.2857,True,0.5186,5
Mohgaon,MANDLA,Narmada,Narmada,22.76583333,80.62333333,2001-01-01,2025-12-31,8959,1.88,97.67,MP1100_Ghgri,Ghughari_Mandla,Mandla,Narmada,Burhner,22.67333333333333,80.72055555555553,440962463,6,40562.4483671878,14.326,0.2857,True,0.6712,1
Mohgaon,MANDLA,Narmada,Narmada,22.76583333,80.62333333,2001-01-01,2025-12-31,8959,1.88,97.67,MP1100_Sakka,Sakke_Mandla,Mandla,Narmada,Kharmer,22.9,80.89999999999999,440932188,6,67548.04520713889,32.039,0.3333,True,0.5905,2
Mohgaon,MANDLA,Narmada,Narmada,22.76583333,80.62333333,2001-01-01,2025-12-31,8959,1.88,97.67,MP1100_Tamer,Temar_Jabalpur,Jabalpur,Narmada,Tamer,22.7,80.39166666666667,440932188,6,6856.1959421849615,24.861,0.2,True,0.5833,3
Mohgaon,MANDLA,Narmada,Narmada,22.76583333,80.62333333,2001-01-01,2025-12-31,8959,1.88,97.67,MP1100_Bmhni,Bamhni_Mandla,Mandla,Narmada,Banjar,22.48333333333333,80.36666666666666,440962463,6,12335.25192320282,40.997,0.4211,True,0.5719,4
Mohgaon,MANDLA,Narmada,Narmada,22.76583333,80.62333333,2001-01-01,2025-12-31,8959,1.88,97.67,MP1100_Halon,Halon_Mandala,Mandla,Narmada,Burhner,22.39888888888888,80.79527777777778,440962463,6,52541.28072218832,44.458,0.4211,True,0.5529,5
Mortakka,Khandwa,Narmada,Narmada,22.22305556,76.04386111,2001-01-01,2007-06-30,2326,1.94,100.0,MP1100_Kmnkd,Kamankheda,Khandwa,Narmada,Kaveri,22.165,76.23333333333333,440928077,7,9885.832494857046,20.548,0.2222,True,0.6148,1
Mortakka,Khandwa,Narmada,Narmada,22.22305556,76.04386111,2001-01-01,2007-06-30,2326,1.94,100.0,MP1100_Bmnla,Bamnalla_Khargone,Khargon,Narmada,Veda,21.834444444444443,75.83583333333333,440976241,7,39820.51257861692,48.239,0.3333,True,0.5013,2
Mortakka,Khandwa,Narmada,Narmada,22.22305556,76.04386111,2001-01-01,2007-06-30,2326,1.94,100.0,MP1100_Thkri,Thikri,Khargon,Narmada,Narmada,22.06666666666666,75.48333333333332,440970738,7,10335.4121083296,60.292,0.1429,True,0.3684,3
Mortakka,Khandwa,Narmada,Narmada,22.22305556,76.04386111,2001-01-01,2007-06-30,2326,1.94,100.0,MP1100_Bhdli,Bhadli,Khargon,Narmada,Veda,21.850833333333327,75.60527777777777,440983121,7,37207.352799811175,61.291,0.1429,True,0.3629,4
Mortakka,Khandwa,Narmada,Narmada,22.22305556,76.04386111,2001-01-01,2007-06-30,2326,1.94,100.0,MP1100_Gujri,Gujri,Dhar,Narmada,Karam,22.558333333333334,75.51666666666667,440983121,7,47214.50288495643,65.785,0.1538,True,0.342,5
Mukki,BALAGHAT,Narmada,Narmada,22.14944444,80.66555556,2020-06-01,2020-08-09,53,24.29,67.92,MP1100_Mocha,Mocha_Mandla,Mandla,Narmada,Banjar,22.3,80.46666666666665,440962463,6,36090.38781074412,26.446,0.125,True,0.5483,1
Mukki,BALAGHAT,Narmada,Narmada,22.14944444,80.66555556,2020-06-01,2020-08-09,53,24.29,67.92,MP1100_Halon,Halon_Mandala,Mandla,Narmada,Burhner,22.39888888888888,80.79527777777778,440962463,6,52541.28072218832,30.782,0.1176,True,0.5219,2
Mukki,BALAGHAT,Narmada,Narmada,22.14944444,80.66555556,2020-06-01,2020-08-09,53,24.29,67.92,MP1100_Bmhni,Bamhni_Mandla,Mandla,Narmada,Banjar,22.48333333333333,80.36666666666666,440962463,6,12335.25192320282,48.205,0.2353,True,0.4672,3
Mukki,BALAGHAT,Narmada,Narmada,22.14944444,80.66555556,2020-06-01,2020-08-09,53,24.29,67.92,MP1100_Brtla,Behratola_Mandla,Mandla,Narmada,Burhner,22.5425,80.87,440962463,6,56038.311650724536,48.5,0.1,True,0.4182,4
Mukki,BALAGHAT,Narmada,Narmada,22.14944444,80.66555556,2020-06-01,2020-08-09,53,24.29,67.92,MP0612_MNPUR,Manpur,Balaghat,Godavari,Wainganga,22.025,80.1525,440760233,6,47185.618457486766,54.644,0.3636,False,0.3767,5
Narmadapuram,HOSHANGABAD,Narmada,Narmada,22.7558,77.7333,2001-01-01,2025-12-31,9011,1.31,100.0,MP1100_Strna,Satrana,Sehore,Narmada,Kolar,22.672222222222224,77.355,440940446,7,7963.290483636937,39.9,0.2105,True,0.5042,1
Narmadapuram,HOSHANGABAD,Narmada,Narmada,22.7558,77.7333,2001-01-01,2025-12-31,9011,1.31,100.0,MP1100_Dhlsr,Dhulsar_Dhar,Dhar,Narmada,Uri,22.17083333333333,77.90833333333333,440928059,7,70754.84359814823,67.486,0.3478,True,0.4006,2
Narmadapuram,HOSHANGABAD,Narmada,Narmada,22.7558,77.7333,2001-01-01,2025-12-31,9011,1.31,100.0,MP1100_Shahp,Shahpur,Betul,Narmada,Tawa,22.133333333333336,77.96666666666665,440928059,7,78037.83516687452,73.253,0.4211,True,0.3945,3
Narmadapuram,HOSHANGABAD,Narmada,Narmada,22.7558,77.7333,2001-01-01,2025-12-31,9011,1.31,100.0,MP0220_Nmkhd,Neemkheda,Raisen,Ganga,Yamuna,23.27694444444445,77.68222222222222,441021618,6,52191.30697893914,58.184,0.381,False,0.3633,4
Narmadapuram,HOSHANGABAD,Narmada,Narmada,22.7558,77.7333,2001-01-01,2025-12-31,9011,1.31,100.0,MP1100_Nrngr,Noornagar,Raisen,Narmada,Tenduni,23.11138888888889,78.40277777777777,441050508,6,14617.204139428162,79.143,0.2857,True,0.3147,5
Palakmati at Sohagpur,HOSHANGABAD,Narmada,Narmada,22.69694444,78.20138889,2019-06-01,2025-12-31,2406,0.0,68.08,MP1100_Pangr,Panagar_Narsinghpur,Narsimhapur,Narmada,Dudhi,22.835277777777776,78.60333333333334,441043628,6,21128.049975171427,43.989,0.359,True,0.5337,1
Palakmati at Sohagpur,HOSHANGABAD,Narmada,Narmada,22.69694444,78.20138889,2019-06-01,2025-12-31,2406,0.0,68.08,MP1100_Nrngr,Noornagar,Raisen,Narmada,Tenduni,23.11138888888889,78.40277777777777,441050508,6,14617.204139428162,50.49,0.2667,True,0.4656,2
Palakmati at Sohagpur,HOSHANGABAD,Narmada,Narmada,22.69694444,78.20138889,2019-06-01,2025-12-31,2406,0.0,68.08,MP1100_Shahp,Shahpur,Betul,Narmada,Tawa,22.133333333333336,77.96666666666665,440928059,7,78037.83516687452,67.155,0.4286,True,0.4306,3
Palakmati at Sohagpur,HOSHANGABAD,Narmada,Narmada,22.69694444,78.20138889,2019-06-01,2025-12-31,2406,0.0,68.08,MP1100_Dhlsr,Dhulsar_Dhar,Dhar,Narmada,Uri,22.17083333333333,77.90833333333333,440928059,7,70754.84359814823,65.8,0.25,True,0.3756,4
Palakmati at Sohagpur,HOSHANGABAD,Narmada,Narmada,22.69694444,78.20138889,2019-06-01,2025-12-31,2406,0.0,68.08,MP1100_Strna,Satrana,Sehore,Narmada,Kolar,22.672222222222224,77.355,440940446,7,7963.290483636937,86.877,0.2857,True,0.2722,5
Patan,JABALPUR,Narmada,Narmada,23.31166667,79.66277778,2001-01-01,2025-12-31,8375,8.28,91.81,MP1100_Ktngi,Katangi_Jabalpur,Jabalpur,Narmada,Hiran,23.426666666666662,79.8175,441067015,6,35037.212388642554,20.321,0.4,True,0.6782,1
Patan,JABALPUR,Narmada,Narmada,23.31166667,79.66277778,2001-01-01,2025-12-31,8375,8.28,91.81,MP1100_Mergn,Meregaon_Jabalpur,Jabalpur,Narmada,Hiran,23.15805555555556,79.3861111111111,441069768,6,5404.338366277713,33.029,0.0952,True,0.5017,2
Patan,JABALPUR,Narmada,Narmada,23.31166667,79.66277778,2001-01-01,2025-12-31,8375,8.28,91.81,MP0261_Nohta,Nohta,Damoh,Ganga,Yamuna,23.68638888888889,79.56666666666665,441072519,6,66042.05778192136,42.804,0.4,False,0.4546,3
Patan,JABALPUR,Narmada,Narmada,23.31166667,79.66277778,2001-01-01,2025-12-31,8375,8.28,91.81,MP1100_Slwda,Saliwada_Jabalpur,Jabalpur,Narmada,Gour,23.11805555555556,80.01222222222222,441011977,6,7481.550363052474,41.698,0.0952,True,0.454,4
Patan,JABALPUR,Narmada,Narmada,23.31166667,79.66277778,2001-01-01,2025-12-31,8375,8.28,91.81,MP1100_Sehra,Sihora_Jabalpur,Jabalpur,Narmada,Hiran,23.44055555555556,80.09055555555554,441045000,6,44226.15429169239,45.954,0.1053,True,0.4341,5
Pati,BARWANI,Narmada,Narmada,21.94361111,74.74583333,2001-01-01,2025-12-31,6802,25.51,60.95,MP1100_Plsud,Palsud,Khargon,Narmada,Goi,21.837499999999995,74.97083333333332,440965237,7,29552.319797309792,26.041,0.4,True,0.6468,1
Pati,BARWANI,Narmada,Narmada,21.94361111,74.74583333,2001-01-01,2025-12-31,6802,25.51,60.95,MP1100_Dgnwa,Doganwa_Khargone,Khargon,Narmada,Veda,22.114722222222223,74.6686111111111,440985878,7,8465.050850924663,20.625,0.1053,True,0.5734,2
Pati,BARWANI,Narmada,Narmada,21.94361111,74.74583333,2001-01-01,2025-12-31,6802,25.51,60.95,MP1100_Kuksi,Kukshi,Dhar,Narmada,Uri,22.20777777777778,74.7836111111111,440970741,7,15516.84636951086,29.631,0.2,True,0.557,3
Pati,BARWANI,Narmada,Narmada,21.94361111,74.74583333,2001-01-01,2025-12-31,6802,25.51,60.95,MP1002_PNSML,Pansemal,Badwani,Tapi,Gomai,21.653888888888886,74.68416666666667,440822163,6,29554.598186886447,32.839,0.3333,False,0.4861,4
Pati,BARWANI,Narmada,Narmada,21.94361111,74.74583333,2001-01-01,2025-12-31,6802,25.51,60.95,MP1100_Thkri,Thikri,Khargon,Narmada,Narmada,22.06666666666666,75.48333333333332,440970738,7,10335.4121083296,77.254,0.4,True,0.3651,5
Rajegaon,BALAGHAT,Godavari,Godavari,21.62388889,80.25333333,2001-01-01,2025-12-31,7956,12.87,83.48,MP0615_KRNPR,Kiranapur,Balaghat,Godavari,Wainganga,21.59083333333333,80.36527777777778,440760233,6,20080.631148727203,12.143,0.3529,True,0.7067,1
Rajegaon,BALAGHAT,Godavari,Godavari,21.62388889,80.25333333,2001-01-01,2025-12-31,7956,12.87,83.48,MP0614_MOHDA,Mohuda,Balaghat,Godavari,Wainganga,21.655555555555555,80.28611111111111,440760233,6,10971.496262375102,4.886,0.1429,True,0.6731,2
Rajegaon,BALAGHAT,Godavari,Godavari,21.62388889,80.25333333,2001-01-01,2025-12-31,7956,12.87,83.48,MP0610_BLGHT,Balaghat,Balaghat,Godavari,Wainganga,21.80388888888889,80.16166666666666,440760233,6,20715.150243013453,22.142,0.375,True,0.6595,3
Rajegaon,BALAGHAT,Godavari,Godavari,21.62388889,80.25333333,2001-01-01,2025-12-31,7956,12.87,83.48,MP0613_RMPLI,Rampaili,Balaghat,Godavari,Wainganga,21.76083333333333,80.0375,440840042,6,20170.546723478277,27.003,0.375,True,0.6327,4
Rajegaon,BALAGHAT,Godavari,Godavari,21.62388889,80.25333333,2001-01-01,2025-12-31,7956,12.87,83.48,MP0610_KHARI,Khairi,Balaghat,Godavari,Wainganga,21.54583333333333,79.97472222222223,440823533,6,588.4311506029227,30.087,0.1429,True,0.5345,5
Ramakona,UMARIA,Godavari,Godavari,21.71888889,78.82416667,2001-01-01,2025-12-18,7540,17.31,90.6,MP0622_RMKON,Ramakona,Chhindwara,Godavari,Wainganga,21.68722222222221,78.84944444444443,440785017,6,61431.08866785153,4.384,1.0,True,0.9759,1
Ramakona,UMARIA,Godavari,Godavari,21.71888889,78.82416667,2001-01-01,2025-12-18,7540,17.31,90.6,MP0623_JAM,Jam,Chhindwara,Godavari,Wainganga,21.57,78.73555555555555,440785017,6,60256.310800017054,18.92,0.3636,True,0.6732,2
